,정규직수
22634,20
22635,17
22636,82
22637,20
22638,17
22639,22
22640,178
22641,110
22642,267
22643,371
22644,760
22645,333
22646,31
22647,79
22648,2
22649,2
22650,3
22651,421
22652,159
22653,16
22654,7
22655,12
22656,19
22657,2
22658,8
22659,26
22660,19
22661,44
22662,42
22663,71
22664,9
22665,20
22666,7
22667,73
22668,15
22669,62
22670,32
22671,72
22672,42
22673,119
22674,30
22675,16
22676,2
22677,35
22678,20
22679,122
22680,25
22681,144
22682,27
22683,57
22684,16
22685,114
22686,16
22687,11
22688,3
22689,892
22690,101
22691,614
22692,63
22693,20
22694,31
22695,61
22696,11
22697,63
22698,7
22699,33
22700,3
22701,23
22702,8
22703,22
22704,35
22705,9
22706,21
22707,5
22708,14
22709,1
22710,486
22711,14
22712,10
22713,1
22714,57
22715,33
22716,24
22717,4
22718,24
22719,5
22720,123
22721,27
22722,26
22723,5
22724,17
22725,10
22726,190
22727,126
22728,9
22729,4
22730,12
22731,30
22732,2
22733,146
22734,16
22735,30
22736,4
22737,8
22738,1
22739,64
22740,14
22741,0
22742,0
22743,0
22744,0
22745,0
22746,161
22747,19
22748,19
22749,12
22750,45
22751,62
22752,54
22753,67
22754,28
22755,35
22756,27
22757,6
22758,3
22759,12
22760,5
22761,9
22762,41
22763,6
22764,40
22765,6
22766,18
22767,28
22768,8
22769,3
22770,3
22771,54
22772,30
22773,6
22774,4
22775,225
22776,99
22777,103
22778,61
22779,112
22780,30
22781,116
22782,28
22783,44
22784,15
22785,47
22786,10
22787,31
22788,6
22789,57
22790,40
22791,35
22792,9
22793,78
22794,10
22795,24
22796,3
22797,71
22798,6
22799,35
22800,5
22801,300
22802,34
22803,28
22804,6
22805,134
22806,14
22807,606
22808,88
22809,127
22810,31
22811,2
22812,3
22813,1
22814,2
22815,1
22816,61
22817,84
22818,20
22819,32
22820,102
22821,4
22822,113
22823,39
22824,119
22825,13
22826,153
22827,30
22828,273
22829,27
22830,36
22831,8
22832,66
22833,88
22834,186
22835,156
22836,123
22837,81
22838,853
22839,1902
22840,532
22841,131
22842,34
22843,5
22844,71
22845,42
22846,32
22847,12
22848,471
22849,33
22850,50
22851,16
22852,63
22853,44
22854,244
22855,220
22856,312
22857,1107
22858,49
22859,59
22860,2267
22861,2361
22862,10
22863,1
22864,205
22865,94
22866,90
22867,2
22868,0
22869,199
22870,284
22871,93
22872,83
22873,167
22874,64
22875,147
22876,103
22877,269
22878,258
22879,27
22880,24
22881,1
22882,0
22883,38
22884,12
22885,0
22886,0
22887,43
22888,0
22889,108
22890,17
22891,216
22892,107
22893,151
22894,16
22895,28
22896,16
22897,3
22898,1
22899,525
22900,229
22901,155
22902,13
22903,18
22904,4
22905,547
22906,359
22907,257
22908,55
22909,435
22910,313
22911,557
22912,675
22913,23
22914,10
22915,0
22916,0
22917,7046
22918,6119
22919,0
22920,0
22921,0
22922,0
22923,125
22924,27
22925,1422
22926,1047
22927,91
22928,31
22929,58
22930,35
22931,300
22932,71
22933,88
22934,30
22935,150
22936,46
22937,59
22938,6
22939,9
22940,325
22941,160
22942,159
22943,264
22944,2090
22945,470
22946,12
22947,5
22948,5
22949,8
22950,172
22951,17
22952,19
22953,19
22954,122
22955,79
22956,1056
22957,44
22958,4873
22959,99
22960,23
22961,194
22962,46
22963,17
22964,15
22965,40
22966,16
22967,50
22968,10
22969,17
22970,8
22971,8
22972,2
22973,6
22974,2
22975,11
22976,1
22977,74
22978,1
22979,75
22980,14
22981,20
22982,18
22983,40
22984,6
22985,198
22986,36
22987,6
22988,5
22989,23
22990,2
22991,108
22992,17
22993,201
22994,21
22995,104
22996,32
22997,10
22998,7
22999,3
23000,17
23001,1
23002,9
23003,24
23004,7
23005,115
23006,9
23007,3
23008,6
23009,50
23010,5
23011,65
23012,30
23013,97
23014,22
23015,27
23016,5
23017,53
23018,25
23019,2122
23020,1307
23021,19
23022,7
23023,75
23024,4
23025,5
23026,126
23027,1
23028,77
23029,8
23030,36
23031,49
23032,29
23033,10
23034,1
23035,0
23036,42
23037,8
23038,256
23039,409
23040,66
23041,91
23042,28
23043,32
23044,25
23045,17
23046,0
23047,1
23048,53
23049,37
23050,8
23051,3
23052,61
23053,40
23054,22
23055,10
23056,79
23057,39
23058,24
23059,14
23060,54
23061,59
23062,28
23063,11
23064,7
23065,5
23066,3
23067,7
23068,2
23069,0
23070,160
23071,11
23072,2
23073,32
23074,3
23075,60
23076,17
23077,58
23078,33
23079,20
23080,8
23081,24
23082,30
23083,14
23084,33
23085,5
23086,11
23087,37
23088,26
23089,42
23090,44
23091,31
23092,15
23093,56
23094,101
23095,21
23096,177
23097,93
23098,18
23099,1
23100,51
23101,36
23102,109
23103,12
23104,1
23105,0
23106,19
23107,3
23108,4
23109,3
23110,3
23111,3
23112,3
23113,2
23114,19
23115,12
23116,0
23117,0
23118,0
23119,0
23120,0
23121,0
23122,5
23123,3
23124,4
23125,1
23126,45
23127,11
23128,72
23129,12
23130,20
23131,2
23132,62
23133,10
23134,38
23135,22
23136,760
23137,2730
23138,1182
23139,1077
23140,69
23141,43
23142,546
23143,340
23144,14
23145,8
23146,3
23147,2
23148,130
23149,50
23150,329
23151,16
23152,455
23153,60
23154,63
23155,327
23156,58
23157,27
23158,39
23159,18
23160,11
23161,1
23162,32
23163,6
23164,95
23165,75
23166,10
23167,1
23168,12
23169,1
23170,10
23171,2
23172,453
23173,22
23174,238
23175,10
23176,220
23177,14
23178,24
23179,36
23180,20
23181,6
23182,143
23183,1
23184,100
23185,25
23186,0
23187,6
23188,3
23189,4
23190,106
23191,71
23192,42
23193,26
23194,337
23195,99
23196,4156
23197,4659
23198,16
23199,25
23200,9
23201,52
23202,9
23203,20
23204,17
23205,12
23206,35
23207,24
23208,312
23209,61
23210,127
23211,12
23212,12
23213,1
23214,281
23215,118
23216,18
23217,2
23218,19
23219,4
23220,3
23221,2
23222,0
23223,0
23224,0
23225,0
23226,39
23227,7
23228,34
23229,15
23230,30
23231,5
23232,14
23233,3
23234,69
23235,30
23236,104
23237,97
23238,33
23239,36
23240,89
23241,63
23242,382
23243,262
23244,162
23245,225
23246,277
23247,25
23248,249
23249,21
23250,70
23251,21
23252,100
23253,7
23254,31
23255,9
23256,556
23257,132
23258,215
23259,13
23260,256
23261,24
23262,7
23263,18
23264,5
23265,16
23266,10
23267,2
23268,46
23269,8
23270,32
23271,14
23272,135
23273,56
23274,46
23275,5
23276,79
23277,8
23278,58
23279,20
23280,25
23281,13
23282,26
23283,5
23284,4
23285,2
23286,460
23287,78
23288,60
23289,4
23290,1
23291,17
23292,19
23293,6
23294,3
23295,19
23296,16
23297,15
23298,9
23299,75
23300,6
23301,18
23302,2
23303,35
23304,34
23305,72
23306,50
23307,14
23308,17
23309,128
23310,11
23311,138
23312,93
23313,15
23314,3
23315,247
23316,51
23317,25
23318,7
23319,38
23320,5
23321,48
23322,12
23323,74
23324,46
23325,27
23326,105
23327,31
23328,10
23329,275
23330,43
23331,77
23332,10
23333,4
23334,1
23335,16
23336,5
23337,40
23338,12
23339,7
23340,4
23341,169
23342,9
23343,103
23344,5
23345,339
23346,6
23347,71
23348,12
23349,105
23350,14
23351,31
23352,27
23353,59
23354,33
23355,10
23356,5
23357,18
23358,11
23359,343
23360,129
23361,2
23362,2
23363,0
23364,339
23365,86
23366,968
23367,208
23368,7
23369,2
23370,5
23371,4
23372,25
23373,25
23374,23
23375,5
23376,256
23377,16
23378,85
23379,65
23380,18
23381,16
23382,422
23383,141
23384,154
23385,56
23386,40
23387,42
23388,136
23389,36
23390,24
23391,7
23392,177
23393,167
23394,159
23395,87
23396,16
23397,13
23398,102
23399,72
23400,33
23401,34
23402,80
23403,3
23404,126
23405,36
23406,77
23407,14
23408,5
23409,0
23410,10
23411,8
23412,6
23413,3
23414,100
23415,25
23416,10
23417,4
23418,2
23419,40
23420,35
23421,230
23422,28
23423,307
23424,187
23425,242
23426,25
23427,44
23428,48
23429,0
23430,0
23431,31
23432,20
23433,6
23434,3
23435,0
23436,127
23437,40
23438,24
23439,9
23440,36
23441,28
23442,40
23443,37
23444,55
23445,4
23446,86
23447,19
23448,66
23449,11
23450,23
23451,33
23452,8
23453,1
23454,26
23455,2
23456,238
23457,21
23458,6
23459,1
23460,52
23461,8
23462,22
23463,5
23464,33
23465,17
23466,9
23467,5
23468,2
23469,5
23470,115
23471,158
23472,144
23473,50
23474,28
23475,14
23476,75
23477,43
23478,50
23479,13
23480,1
23481,0
23482,87
23483,7
23484,232
23485,72
23486,49
23487,5
23488,25
23489,5
23490,24
23491,6
23492,277
23493,11
23494,97
23495,111
23496,43
23497,4
23498,10
23499,76
23500,3
23501,13
23502,20
23503,129
23504,91
23505,5
23506,5
23507,160
23508,30
23509,375
23510,71
23511,5
23512,6
23513,117
23514,14
23515,60
23516,9
23517,191
23518,90
23519,280
23520,143
23521,29
23522,20
23523,730
23524,68
23525,593
23526,25
23527,246
23528,91
23529,193
23530,13
23531,121
23532,36
23533,83
23534,24
23535,31
23536,6
23537,44
23538,10
23539,56
23540,1
23541,11
23542,4
23543,36
23544,7
23545,49
23546,11
23547,8
23548,1
23549,13
23550,8
23551,556
23552,13
23553,55
23554,4
23555,611
23556,17
23557,125
23558,9
23559,1
23560,3
23561,1934
23562,378
23563,1225
23564,117
23565,116
23566,43
23567,21
23568,42
23569,136
23570,176
23571,55
23572,106
23573,14
23574,10
23575,237
23576,21
23577,171
23578,69
23579,289
23580,32
23581,4939
23582,382
23583,1042
23584,113
23585,7
23586,1
23587,33
23588,76
23589,216
23590,12
23591,106
23592,3
23593,5
23594,19
23595,12
23596,10
23597,1
23598,7
23599,2
23600,39
23601,2
23602,71
23603,1
23604,12
23605,6
23606,6
23607,0
23608,12
23609,3
23610,3
23611,3
23612,2
23613,1
23614,41
23615,3
23616,2
23617,625
23618,84
23619,1509
23620,208
23621,410
23622,41
23623,90
23624,11
23625,44
23626,4
23627,108
23628,6
23629,1
23630,1852
23631,197
23632,557
23633,45
23634,634
23635,16
23636,519
23637,174
23638,298
23639,78
23640,916
23641,80
23642,106
23643,12
23644,95
23645,9
23646,157
23647,26
23648,99
23649,59
23650,287
23651,61
23652,7942
23653,931
23654,109
23655,47
23656,30
23657,5
23658,42
23659,7
23660,23
23661,0
23662,0
23663,0
23664,251
23665,17
23666,61
23667,37
23668,3
23669,3
23670,13
23671,9
23672,10
23673,6
23674,41
23675,18
23676,9
23677,7
23678,69
23679,47
23680,209
23681,9
23682,351
23683,96
23684,14
23685,1
23686,161
23687,15
23688,30
23689,3
23690,214
23691,143
23692,54
23693,9
23694,277
23695,93
23696,133
23697,78
23698,117
23699,18
23700,12
23701,10
23702,686
23703,594
23704,29
23705,3
23706,35
23707,10
23708,5
23709,11
23710,56
23711,17
23712,61
23713,14
23714,57
23715,38
23716,4
23717,2
23718,1
23719,170
23720,195
23721,33
23722,43
23723,6
23724,6
23725,4
23726,11
23727,58
23728,9
23729,142
23730,44
23731,186
23732,67
23733,98
23734,26
23735,426
23736,137
23737,288
23738,32
23739,4
23740,7
23741,2
23742,8
23743,75
23744,13
23745,19
23746,8
23747,34
23748,6
23749,57
23750,12
23751,11
23752,8
23753,12
23754,2
23755,2
23756,3
23757,2
23758,5
23759,1
23760,1
23761,278
23762,34
23763,40
23764,11
23765,59
23766,15
23767,73
23768,6
23769,5
23770,3
23771,21
23772,8
23773,14
23774,5
23775,10
23776,2
23777,236
23778,50
23779,43
23780,14
23781,6
23782,3
23783,92
23784,25
23785,15
23786,8
23787,62
23788,14
23789,30
23790,7
23791,4
23792,3
23793,39
23794,26
23795,111
23796,14
23797,5
23798,0
23799,1
23800,9
23801,3
23802,1
23803,2
23804,1
23805,54
23806,67
23807,353
23808,16
23809,53
23810,7
23811,68
23812,12
23813,9
23814,1
23815,43
23816,5
23817,68
23818,8
23819,18
23820,2
23821,21
23822,5
23823,25
23824,5
23825,11
23826,1
23827,1
23828,6
23829,392
23830,194
23831,73
23832,115
23833,73
23834,39
23835,53
23836,13
23837,60
23838,86
23839,21
23840,14
23841,2
23842,4
23843,16
23844,3
23845,39
23846,1
23847,2
23848,14
23849,0
23850,16
23851,3
23852,63
23853,41
23854,27
23855,12
23856,8
23857,4
23858,135
23859,226
23860,53
23861,113
23862,3
23863,4
23864,1
23865,39
23866,2
23867,7
23868,6
23869,154
23870,20
23871,59
23872,145
23873,75
23874,1
23875,9
23876,5
23877,204
23878,15
23879,52
23880,30
23881,24
23882,1
23883,2
23884,1
23885,15
23886,31
23887,4
23888,18
23889,1
23890,11
23891,127
23892,33
23893,84
23894,10
23895,184
23896,28
23897,34
23898,14
23899,718
23900,39
23901,72
23902,6
23903,576
23904,27
23905,46
23906,6
23907,69
23908,50
23909,19
23910,20
23911,316
23912,199
23913,91
23914,91
23915,17
23916,3
23917,12
23918,0
23919,111
23920,11
23921,76
23922,6
23923,58
23924,14
23925,40
23926,11
23927,19
23928,12
23929,8
23930,1
23931,13
23932,5
23933,12
23934,8
23935,4
23936,0
23937,7
23938,3
23939,19
23940,9
23941,150
23942,47
23943,26
23944,7
23945,14
23946,5
23947,131
23948,13
23949,13
23950,15
23951,18
23952,3
23953,6
23954,8
23955,2
23956,1
23957,7
23958,3
23959,10
23960,10
23961,397
23962,12
23963,21
23964,16
23965,7
23966,1
23967,17
23968,12
23969,48
23970,18
23971,699
23972,469
23973,1817
23974,654
23975,2516
23976,1123
23977,90
23978,23
23979,67
23980,55
23981,154
23982,130
23983,4
23984,4
23985,2
23986,20
23987,5
23988,9
23989,3
23990,61
23991,2
23992,15
23993,1
23994,51
23995,0
23996,0
23997,185
23998,65
23999,622
24000,305
24001,11
24002,2
24003,55
24004,11
24005,3
24006,1
24007,10
24008,5
24009,3
24010,1
24011,15
24012,16
24013,42
24014,10
24015,65
24016,9
24017,34
24018,1
24019,28
24020,14
24021,6
24022,12
24023,18
24024,48
24025,32
24026,8
24027,195
24028,38
24029,77
24030,10
24031,1
24032,1
24033,15
24034,3
24035,207
24036,20
24037,275
24038,11
24039,23
24040,3
24041,21
24042,5
24043,9
24044,6
24045,12
24046,1
24047,46
24048,8
24049,336
24050,159
24051,222
24052,27
24053,10
24054,5
24055,20
24056,1
24057,9
24058,4
24059,7
24060,8
24061,520
24062,56
24063,46
24064,29
24065,4
24066,1
24067,2
24068,2
24069,1
24070,1701
24071,172
24072,641
24073,69
24074,482
24075,63
24076,43
24077,3
24078,52
24079,8
24080,237
24081,33
24082,360
24083,43
24084,796
24085,236
24086,434
24087,128
24088,512
24089,126
24090,833
24091,151
24092,94
24093,79
24094,1083
24095,379
24096,632
24097,277
24098,198
24099,100
24100,47
24101,6
24102,512
24103,9
24104,131
24105,24
24106,41
24107,7
24108,11
24109,5
24110,81
24111,8
24112,54
24113,26
24114,103
24115,27
24116,20
24117,7
24118,7
24119,5
24120,3
24121,4
24122,8
24123,28
24124,6
24125,42
24126,18
24127,355
24128,106
24129,87
24130,33
24131,8
24132,30
24133,8
24134,0
24135,4
24136,3
24137,4
24138,2
24139,309
24140,102
24141,208
24142,9
24143,3
24144,4
24145,9
24146,11
24147,14
24148,131
24149,39
24150,202
24151,38
24152,15
24153,0
24154,14
24155,3
24156,5
24157,2
24158,5
24159,2
24160,36
24161,4
24162,0
24163,0
24164,160
24165,23
24166,149
24167,103
24168,246
24169,18
24170,691
24171,541
24172,960
24173,29
24174,12
24175,35
24176,1
24177,23
24178,1
24179,11
24180,9
24181,270
24182,9
24183,232
24184,42
24185,178
24186,6
24187,64
24188,196
24189,12
24190,21
24191,52
24192,116
24193,474
24194,160
24195,592
24196,69
24197,53
24198,11
24199,23
24200,3
24201,76
24202,4
24203,49
24204,0
24205,6
24206,92
24207,167
24208,18
24209,61
24210,3
24211,25
24212,1
24213,200
24214,9
24215,35
24216,3
24217,17
24218,4
24219,36
24220,26
24221,153
24222,13
24223,9
24224,2
24225,18
24226,0
24227,127
24228,8
24229,29
24230,33
24231,1
24232,0
24233,32
24234,3
24235,1
24236,0
24237,915
24238,746
24239,84
24240,206
24241,84
24242,52
24243,165
24244,299
24245,0
24246,0
24247,279
24248,25
24249,9
24250,1
24251,195
24252,15
24253,0
24254,0
24255,1
24256,10
24257,5
24258,1
24259,5
24260,5
24261,34
24262,111
24263,35
24264,13
24265,48
24266,18
24267,119
24268,27
24269,142
24270,102
24271,1059
24272,1896
24273,277
24274,464
24275,61
24276,75
24277,64
24278,19
24279,188
24280,10
24281,181
24282,1
24283,9
24284,0
24285,85
24286,5
24287,168
24288,3
24289,41
24290,62
24291,18
24292,6
24293,6
24294,2
24295,10
24296,8
24297,53
24298,47
24299,56
24300,10
24301,369
24302,144
24303,476
24304,94
24305,270
24306,216
24307,5
24308,1
24309,121
24310,191
24311,118
24312,51
24313,124
24314,21
24315,128
24316,164
24317,70
24318,11
24319,105
24320,9
24321,2
24322,1
24323,23
24324,10
24325,52
24326,35
24327,440
24328,13
24329,1473
24330,339
24331,202
24332,143
24333,61
24334,4
24335,102
24336,69
24337,69
24338,8
24339,17
24340,9
24341,9
24342,11
24343,82
24344,12
24345,221
24346,13
24347,149
24348,12
24349,1
24350,1
24351,19
24352,8
24353,9
24354,3
24355,33
24356,22
24357,8
24358,4
24359,12
24360,13
24361,41
24362,26
24363,16
24364,33
24365,77
24366,19
24367,106
24368,53
24369,346
24370,166
24371,14
24372,4
24373,17
24374,6
24375,40
24376,5
24377,58
24378,41
24379,7
24380,4
24381,31
24382,25
24383,14
24384,7
24385,14
24386,2
24387,365
24388,197
24389,108
24390,8
24391,88
24392,7
24393,86
24394,15
24395,20
24396,22
24397,13
24398,2
24399,206
24400,20
24401,126
24402,20
24403,38
24404,7
24405,4
24406,1
24407,7
24408,9
24409,3
24410,18
24411,10
24412,0
24413,1321
24414,376
24415,158
24416,177
24417,32
24418,9
24419,77
24420,23
24421,3
24422,1
24423,74
24424,37
24425,23
24426,7
24427,36
24428,7
24429,134
24430,54
24431,55
24432,32
24433,48
24434,1
24435,117
24436,13
24437,287
24438,144
24439,32
24440,5
24441,40
24442,2
24443,22
24444,11
24445,8
24446,3
24447,130
24448,10
24449,4
24450,2
24451,2
24452,8
24453,4
24454,2
24455,97
24456,33
24457,15
24458,5
24459,25
24460,9
24461,286
24462,14
24463,25
24464,36
24465,15
24466,1
24467,20
24468,12
24469,62
24470,4
24471,20
24472,5
24473,6387
24474,7800
24475,71
24476,13
24477,45
24478,15
24479,48
24480,36
24481,333
24482,377
24483,136
24484,11
24485,114
24486,8
24487,237
24488,41
24489,21
24490,10
24491,18
24492,14
24493,0
24494,3
24495,217
24496,61
24497,149
24498,6
24499,63
24500,40
24501,146
24502,126
24503,211
24504,23
24505,165
24506,4
24507,71
24508,7
24509,7
24510,1
24511,8
24512,5
24513,50
24514,11
24515,10
24516,17
24517,327
24518,73
24519,97
24520,18
24521,69
24522,23
24523,74
24524,4
24525,76
24526,1
24527,537
24528,60
24529,5
24530,2
24531,1
24532,10
24533,9
24534,16
24535,14
24536,5
24537,2
24538,1
24539,1
24540,27
24541,4
24542,288
24543,253
24544,5
24545,1
24546,187
24547,51
24548,312
24549,1361
24550,105
24551,6
24552,58
24553,22
24554,33
24555,13
24556,0
24557,0
24558,19
24559,3
24560,23
24561,3
24562,8
24563,3
24564,36
24565,28
24566,1264
24567,119
24568,437
24569,23
24570,74
24571,5
24572,87
24573,4
24574,9
24575,1
24576,131
24577,20
24578,226
24579,10
24580,38
24581,24
24582,39
24583,4
24584,8
24585,208
24586,20
24587,252
24588,34
24589,113
24590,24
24591,164
24592,38
24593,8
24594,5
24595,168
24596,19
24597,29
24598,21
24599,184
24600,13
24601,8
24602,2
24603,11
24604,0
24605,9
24606,0
24607,1
24608,4
24609,46
24610,6
24611,43
24612,9
24613,17
24614,0
24615,24
24616,13
24617,81
24618,38
24619,40
24620,15
24621,1
24622,20
24623,12
24624,6
24625,107
24626,6
24627,92
24628,9
24629,13
24630,8
24631,10
24632,3
24633,46
24634,5
24635,364
24636,184
24637,153
24638,52
24639,38
24640,33
24641,29
24642,6
24643,90
24644,14
24645,298
24646,5
24647,113
24648,18
24649,389
24650,143
24651,28
24652,24
24653,24
24654,14
24655,80
24656,20
24657,110
24658,37
24659,29
24660,7
24661,3
24662,3
24663,31
24664,46
24665,39
24666,20
24667,8
24668,4
24669,26
24670,7
24671,18
24672,8
24673,4
24674,1
24675,1
24676,122
24677,9
24678,281
24679,50
24680,1
24681,334
24682,168
24683,133
24684,14
24685,77
24686,5
24687,85
24688,79
24689,18
24690,8
24691,32
24692,33
24693,71
24694,34
24695,110
24696,109
24697,7
24698,3
24699,611
24700,262
24701,28
24702,5
24703,14
24704,0
24705,7
24706,0
24707,30
24708,0
24709,55
24710,17
24711,165
24712,10
24713,174
24714,13
24715,394
24716,40
24717,604
24718,46
24719,186
24720,16
24721,216
24722,15
24723,178
24724,11
24725,88
24726,7
24727,15
24728,4
24729,93
24730,22
24731,129
24732,125
24733,138
24734,34
24735,428
24736,210
24737,159
24738,19
24739,20
24740,2
24741,161
24742,107
24743,10
24744,3
24745,32
24746,11
24747,11
24748,3
24749,0
24750,0
24751,237
24752,54
24753,3
24754,10
24755,128
24756,55
24757,203
24758,67
24759,60
24760,57
24761,64
24762,41
24763,16
24764,6
24765,26
24766,9
24767,12
24768,8
24769,35
24770,27
24771,164
24772,16
24773,13
24774,3
24775,596
24776,24
24777,338
24778,38
24779,13
24780,6
24781,635
24782,38
24783,261
24784,1
24785,46
24786,14
24787,7
24788,15
24789,35
24790,11
24791,25
24792,1
24793,197
24794,110
24795,0
24796,0
24797,0
24798,0
24799,39
24800,13
24801,65
24802,20
24803,626
24804,402
24805,237
24806,156
24807,96
24808,31
24809,0
24810,57
24811,7
24812,7
24813,4
24814,154
24815,43
24816,225
24817,80
24818,581
24819,64
24820,129
24821,28
24822,4
24823,4
24824,119
24825,93
24826,48
24827,25
24828,118
24829,52
24830,202
24831,7
24832,88
24833,11
24834,36
24835,5
24836,12
24837,2
24838,1
24839,2
24840,45
24841,23
24842,95
24843,15
24844,48
24845,22
24846,14
24847,14
24848,15
24849,24
24850,14
24851,20
24852,1371
24853,416
24854,38
24855,1
24856,49
24857,14
24858,4
24859,4
24860,100
24861,18
24862,478
24863,22
24864,202
24865,6
24866,35
24867,15
24868,169
24869,26
24870,29
24871,18
24872,99
24873,6
24874,37
24875,19
24876,654
24877,99
24878,4
24879,9
24880,67
24881,31
24882,49
24883,6
24884,10
24885,2
24886,4
24887,1
24888,7
24889,6
24890,379
24891,253
24892,78
24893,16
24894,241
24895,48
24896,51
24897,12
24898,32
24899,25
24900,15
24901,9
24902,8
24903,2
24904,626
24905,40
24906,171
24907,55
24908,7
24909,5
24910,17
24911,115
24912,11
24913,43
24914,110
24915,227
24916,54
24917,59
24918,15
24919,0
24920,0
24921,0
24922,0
24923,9481
24924,16298
24925,1116
24926,1881
24927,1
24928,9
24929,3
24930,17
24931,31
24932,0
24933,0
24934,43
24935,34
24936,44
24937,49
24938,83
24939,51
24940,134
24941,29
24942,22
24943,4
24944,30
24945,20
24946,9
24947,16
24948,20
24949,35
24950,41
24951,23
24952,12
24953,817
24954,75
24955,53
24956,21
24957,282
24958,32
24959,3
24960,15
24961,7
24962,3
24963,737
24964,700
24965,100
24966,72
24967,838
24968,698
24969,50
24970,9
24971,191
24972,95
24973,139
24974,13
24975,17
24976,10
24977,82
24978,8
24979,5
24980,2
24981,23
24982,5
24983,46
24984,11
24985,372
24986,43
24987,44
24988,17
24989,4
24990,56
24991,6
24992,60
24993,40
24994,121
24995,10
24996,72
24997,7
24998,16
24999,8
25000,164
25001,150
25002,11
25003,5
25004,172
25005,8
25006,68
25007,1
25008,233
25009,16
25010,172
25011,11
25012,48
25013,6
25014,345
25015,130
25016,502
25017,57
25018,55
25019,1
25020,121
25021,60
25022,47
25023,78
25024,168
25025,138
25026,174
25027,12
25028,108
25029,42
25030,35
25031,7
25032,269
25033,82
25034,156
25035,70
25036,5
25037,3
25038,31
25039,16
25040,3
25041,57
25042,0
25043,37
25044,9
25045,11
25046,1
25047,101
25048,9
25049,80
25050,66
25051,48
25052,8
25053,6
25054,10
25055,5
25056,15
25057,9
25058,0
25059,20
25060,25
25061,145
25062,14
25063,21
25064,40
25065,140
25066,15
25067,124
25068,119
25069,142
25070,48
25071,31
25072,15
25073,19
25074,47
25075,14
25076,19
25077,3
25078,0
25079,9
25080,4
25081,266
25082,22
25083,44
25084,120
25085,141
25086,27
25087,14
25088,2
25089,29
25090,5
25091,72
25092,12
25093,153
25094,8
25095,8
25096,5
25097,16
25098,3
25099,11
25100,3
25101,14
25102,1
25103,3
25104,1
25105,5
25106,3
25107,10
25108,3
25109,119
25110,38
25111,246
25112,41
25113,466
25114,103
25115,169
25116,11
25117,14
25118,7
25119,84
25120,187
25121,111
25122,13
25123,70
25124,20
25125,48
25126,73
25127,23
25128,14
25129,358
25130,48
25131,142
25132,256
25133,302
25134,256
25135,50
25136,25
25137,32
25138,16
25139,61
25140,9
25141,57
25142,85
25143,200
25144,135
25145,414
25146,75
25147,27
25148,27
25149,458
25150,791
25151,13
25152,17
25153,298
25154,54
25155,162
25156,13
25157,92
25158,20
25159,128
25160,8
25161,67
25162,7
25163,32
25164,16
25165,1
25166,2
25167,1
25168,2
25169,56
25170,42
25171,135
25172,90
25173,85
25174,36
25175,85
25176,26
25177,53
25178,17
25179,117
25180,40
25181,0
25182,0
25183,204
25184,67
25185,48
25186,5
25187,36
25188,23
25189,69
25190,5
25191,938
25192,469
25193,57
25194,20
25195,2
25196,0
25197,240
25198,9
25199,151
25200,86
25201,0
25202,0
25203,38
25204,23
25205,42
25206,6
25207,253
25208,457
25209,60
25210,10
25211,38
25212,9
25213,498
25214,127
25215,103
25216,21
25217,341
25218,18
25219,347
25220,29
25221,134
25222,147
25223,103
25224,15
25225,409
25226,20
25227,323
25228,13
25229,371
25230,8
25231,67
25232,11
25233,77
25234,7
25235,596
25236,13
25237,4
25238,0
25239,14
25240,3
25241,1
25242,0
25243,57
25244,54
25245,20
25246,14
25247,63
25248,18
25249,86
25250,72
25251,23
25252,19
25253,18
25254,25
25255,6
25256,20
25257,2
25258,19
25259,0
25260,43
25261,2
25262,29
25263,23
25264,66
25265,10
25266,25
25267,3
25268,22
25269,18
25270,6
25271,3
25272,17
25273,6
25274,19
25275,5
25276,47
25277,85
25278,45
25279,10
25280,65
25281,1
25282,211
25283,64
25284,50
25285,3
25286,24
25287,7
25288,43
25289,14
25290,8
25291,5
25292,371
25293,108
25294,17
25295,3
25296,5
25297,3
25298,106
25299,26
25300,66
25301,5
25302,15
25303,1
25304,27
25305,5
25306,29
25307,11
25308,138
25309,164
25310,539
25311,503
25312,102
25313,54
25314,13
25315,14
25316,255
25317,161
25318,127
25319,9
25320,88
25321,302
25322,6
25323,11
25324,39
25325,56
25326,8
25327,14
25328,73
25329,1
25330,45
25331,25
25332,6
25333,101
25334,9
25335,2
25336,0
25337,44
25338,65
25339,5
25340,18
25341,13
25342,13
25343,64
25344,34
25345,41
25346,14
25347,44
25348,9
25349,90
25350,4
25351,16
25352,14
25353,38
25354,29
25355,16
25356,22
25357,78
25358,157
25359,25
25360,26
25361,24
25362,38
25363,11
25364,25
25365,9
25366,21
25367,52
25368,3
25369,32
25370,6
25371,113
25372,10
25373,231
25374,39
25375,314
25376,6
25377,1
25378,3
25379,5
25380,5
25381,251
25382,35
25383,313
25384,99
25385,121
25386,13
25387,242
25388,14
25389,107
25390,34
25391,0
25392,0
25393,78
25394,6
25395,65
25396,22
25397,162
25398,87
25399,153
25400,58
25401,21
25402,0
25403,23
25404,28
25405,47
25406,7
25407,21
25408,6
25409,56
25410,13
25411,76
25412,400
25413,59
25414,9
25415,2
25416,0
25417,43
25418,14
25419,34
25420,13
25421,17
25422,12
25423,7
